DATE_TIME,DC_POWER,AC_POWER
2020-05-15 00:00:00,0.0,0.0
2020-05-15 00:15:00,0.0,0.0
2020-05-15 00:30:00,0.0,0.0
2020-05-15 00:45:00,0.0,0.0
2020-05-15 01:00:00,0.0,0.0
2020-05-15 01:15:00,0.0,0.0
2020-05-15 01:30:00,0.0,0.0
2020-05-15 01:45:00,0.0,0.0
2020-05-15 02:00:00,0.0,0.0
2020-05-15 02:15:00,0.0,0.0
2020-05-15 02:30:00,0.0,0.0
2020-05-15 02:45:00,0.0,0.0
2020-05-15 03:00:00,0.0,0.0
2020-05-15 03:15:00,0.0,0.0
2020-05-15 03:30:00,0.0,0.0
2020-05-15 03:45:00,0.0,0.0
2020-05-15 04:00:00,0.0,0.0
2020-05-15 04:15:00,0.0,0.0
2020-05-15 04:30:00,0.0,0.0
2020-05-15 04:45:00,0.0,0.0
2020-05-15 05:00:00,0.0,0.0
2020-05-15 05:15:00,0.0,0.0
2020-05-15 05:30:00,0.0,0.0
2020-05-15 05:45:00,0.0,0.0
2020-05-15 06:00:00,942.14880953,90.929166668
2020-05-15 06:15:00,6142.1011903,593.33869048
2020-05-15 06:30:00,15271.1547618,1480.19464286
2020-05-15 06:45:00,28626.589287,2790.4482143
2020-05-15 07:00:00,41345.914287,4052.6621428999997
2020-05-15 07:15:00,44564.20833,4368.7226191
2020-05-15 07:30:00,43619.291666,4275.935119
2020-05-15 07:45:00,44395.892857,4352.0946427
2020-05-15 08:00:00,64834.803572,6365.6089285
2020-05-15 08:15:00,101937.157142,10002.0646429
2020-05-15 08:30:00,112129.565473,10995.602976099999
2020-05-15 08:45:00,92505.464285,9080.0678571
2020-05-15 09:00:00,165598.892858,16211.35
2020-05-15 09:15:00,98826.017857,9692.832143
2020-05-15 09:30:00,76522.24999899999,7511.4000001
2020-05-15 09:45:00,161370.035715,15793.1124999
2020-05-15 10:00:00,183026.214283,17896.7982142
2020-05-15 10:15:00,158716.553571,15531.95
2020-05-15 10:30:00,129103.635715,12648.5917859
2020-05-15 10:45:00,113123.142857,11091.6289285
2020-05-15 11:00:00,193768.035707,18936.5592845
2020-05-15 11:15:00,160301.22619000002,15683.7136904
2020-05-15 11:30:00,155409.160714,15207.2839286
2020-05-15 11:45:00,167668.196427,16401.5892857
2020-05-15 12:00:00,155821.696428,15250.8083332
2020-05-15 12:15:00,209569.398819,20477.0178565
2020-05-15 12:30:00,197884.50001,19341.707142
2020-05-15 12:45:00,209419.238093,20470.8976196
2020-05-15 13:00:00,129842.357143,12721.8767857
2020-05-15 13:15:00,149740.553574,14665.9857143
2020-05-15 13:30:00,175573.464286,17185.6589285
2020-05-15 13:45:00,170970.589284,16736.7428575
2020-05-15 14:00:00,222438.714294,21747.0660709
2020-05-15 14:15:00,259813.28571999999,25352.546429
2020-05-15 14:30:00,142901.932142,13989.1960714
2020-05-15 14:45:00,160715.529762,15723.0553573
2020-05-15 15:00:00,128604.375,12603.7660715
2020-05-15 15:15:00,143255.142856,14031.0267857
2020-05-15 15:30:00,166946.32143,16342.9196427
2020-05-15 15:45:00,107547.160714,10543.7660713
2020-05-15 16:00:00,109120.678571,10704.0232143
2020-05-15 16:15:00,99493.017857,9763.4464286
2020-05-15 16:30:00,104079.607143,10210.6642856
2020-05-15 16:45:00,77777.196429,7643.7595239
2020-05-15 17:00:00,49913.767857,4894.9928571
2020-05-15 17:15:00,49718.660716,4875.0053572
2020-05-15 17:30:00,26248.833333,2558.0166667
2020-05-15 17:45:00,11391.25,1102.00535715
2020-05-15 18:00:00,6505.0,628.37678572
2020-05-15 18:15:00,2199.21785711,212.151785715
2020-05-15 18:30:00,0.0,0.0
2020-05-15 18:45:00,0.0,0.0
2020-05-15 19:00:00,0.0,0.0
2020-05-15 19:15:00,0.0,0.0
2020-05-15 19:30:00,0.0,0.0
2020-05-15 19:45:00,0.0,0.0
2020-05-15 20:00:00,0.0,0.0
2020-05-15 20:15:00,0.0,0.0
2020-05-15 20:30:00,0.0,0.0
2020-05-15 20:45:00,0.0,0.0
2020-05-15 21:00:00,0.0,0.0
2020-05-15 21:15:00,0.0,0.0
2020-05-15 21:30:00,0.0,0.0
2020-05-15 21:45:00,0.0,0.0
2020-05-15 22:00:00,0.0,0.0
2020-05-15 22:15:00,0.0,0.0
2020-05-15 22:30:00,0.0,0.0
2020-05-15 22:45:00,0.0,0.0
2020-05-15 23:00:00,0.0,0.0
2020-05-15 23:15:00,0.0,0.0
